fname,pathologies,comments
19-24-DOMAINE-VENTRE-13001_2019_00537.pdf,"- Une fissure traversante sur le mur de refend « ventru » du porche qui se profile
sur toute la hauteur à l’intérieur du garage,

- Une importante dégradation du mur à l’angle aval du garage,

- En sous-face du plancher du 1°” étage, l’enfustage en bois est crevé, moisi et
menace de s’effondrer.

- Le plancher du 1” étage présente d'importantes déformations aussi bien dans les
parties communes que dans les logements,

- Le plafond des appartements du 1” étage est très dégradé, le plancher haut
pourrait également être impacté,

- Le local utilisé en atelier d'architecture jouxtant le garage est en excellent état et
ne présente pas de désordre particulier,

- Il n’a pas été constaté de désordre sur le mur de refend situé entre le n°16 et le
n°24,
",
19-BIS-QUAI-DE-LA-JOLIETTE-13001_2019_00481.pdf,"- Les enfustages de la salle de bain de l’appartement droit du 4ème étage sont
endommagés.

- Le plafond de la salle de bain de l’appartement du 3ème étage droit s’est
effondré.

",
19-RUE-D-ITALIE-13006_2018_03195.pdf,"lère volée d'escalier :

- Sur son mur d’échiffre un bombement fort important,
- En sous face du premier palier en quart tournant deux étais de maintien du linteau,
- Une fissure sur toute la longueur de la sous face de la volée,

- Deux importantes fissures horizontales sous le mur d’échiffre. »

« Dans la cage d’escalier, présence de :

- Fissures en sous face de volée,

- Absence d’un certain nombre de barreaux le long de la rampe.

avec un risque d’effondrement.»

Caves :

«Du côté du magasin «Locamobile» :

- Le passage est très dégradé,

- Le plancher haut de cette cave présente des effondrements partiels,

Côté du magasin « la clinique du mobile » :

- Présence de gravas et d’humidité sur le sol,

- Effondrement partiel du plancher en voûtains de brique sur la poutrelle métallique
de renfort du plancher haut,

- Divers renforts ponctuels du plancher haut pour réduire les risques d’effondrement.
L’état du plancher bas du rez-de-chaussée présente un risque d’effondrement.»

Appartement du 2°"" étage à gauche :
«- Présence d’une surcharge du plancher. »

Appartement du 3°""° étage traversant :
« - Présence de nombreuses fissures sur le revêtement de sol en béton ciré,
- Présence d’infiltrations d’eau par la toiture et/ou le chéneau. »

«Les planchers hauts et bas des étages menacent partiellement de s’effondrer sur les
occupants. »

Façade arrière de l'immeuble :

«- Présence des risques de chute de maçonnerie instable.

Les enduits de façade arrière (sur cour) présentent un risque de chute d’éléments
instables de maçonnerie sur la courette sise 7, rue Albert Chabanon — 13006
MARSEILLE»

",
19-RUE-GLANDEVES-13001_2019_00551.pdf,"- Absence de gestion des eaux pluviales de l’immeuble,

- Fuite d’eau dans le commerce au rez-de-chaussée

- Fuite d’eau dans la colonne d’eaux usées,

- Dans la volée d’escalier du rez-de-chaussée au 1° étage, ouverture de cloison
trop importante et poutre de trémis totalement désagrégée par l’eau et les
insectes xylophages, ne remplissant plus son rôle de maintien du plancher,

- Affaissement du plancher sur le palier du 1° étage,

- Dans l’appartement 1° étage à droite : affaissement de plancher correspondant à
la poutre endommagée,

- Fuite d’eau au niveau du puit de lumière,

",
19-RUE-LONGUE-DES-CAPUCINS-13001_2019_00569.pdf,"- Présence d’une fissure sur la façade avant de l’immeuble entre le R+1 et R+2 ;
- Dégradations des volées de marches ;
- Dégradations des limons des volées de marches ;
- Fissures structurelles sur les parois des murs de la cage d’escalier ;

- Présence d’humidité dans l’immeuble ;
- Effondrement d’une partie du plafond de la salle de bains du R+2 ;

- Fléchissement du plancher du R+2

- Dégradations du mur d’échiffre entre le R+2 et le R+3 ;

- Dégradations du plancher de l’appartement de droite du R+3 ;

- Dégradations et fissures sur les murs de la cour arrière ;

- Fissures en cisaillement sur les parois du R+4 menant à la mezzanine

",
19-rue-NATIONALE-13001_2018_03096.pdf,"- la présence d’un effondrement partiel du plancheïr-Gas-acuercrage-pourequei
des mesures conservatoires ont été mise en place par la SOLEAM).

- dans la cage d’escalier, nous notons la présence d’un danger électrique avec
un boîtier d’interrupteur en partie absent et des fils en attente, comme la douille
du point lumineux en grande partie démontée.

- couverture de l’immeuble présentant des éléments instables de maçonneries
menaçant de tomber sur la voie publique et de blesser des passants.

- fixation des gouttières et du cache en sous face de l’égout de toiture qui
menacent de tomber sur la voie publique et de blesser des passants.

- éléments de menuiseries instables des volets persiennés pouvant tomber sur la
voie publique et de blesser des passants.

",
193-BD-SIMON-BOLIVARD-13015_2018_03401.pdf,"Les immeubles sont en assez mauvais état général avec des éléments menaçant de
chuter sur le domaine privé collectif.

L'ensemble des bâtiments examinés ne présente aucun risque d’effondrement,
toutefois, l’état de dégradation des façades peut occasionner la chute de petits

éléments de maçonnerie, qui, compte tenu de la hau CUT US VAUTINENTS, PICSCTITCTIT
un danger réel pour un piéton se situant en dessous.

",
197-AVENUE-DE-LA-CAPELETTE-13010_2018_03514.pdf,"- qui reprend d’une part les observations faites antérieurement sur le bâtiment

accessible depuis la rue faisant état d’une toiture eh-partre-casses—o-mrations
importantes, et d’un escalier dangereux, impossible à monter,
- qui constate d’autre part la vétusté et la dégradation des façades de ce bâtiment,
ainsi que la dégradation des fermetures métalliques du rez-de-chaussée sur rue,
- qui constate enfin sur le hangar de fond de parcelle inoccupé depuis plusieurs
années les désordres suivants :
+ effondrement de plus de la moitié de la toiture du hangar,
+ ferme en bascule sur son appui ouest dans la partie sud du hangar,
+ fissuration horizontale et basculement vers l’extérieur du sommet du mur
est du hangar contre la limite de mitoyenneté avec la parcelle n° E0042,
survenus au cours de l’effondrement d’une grande partie de la toiture de ce
hangar,
+ perte de stabilité des portions de charpente et de couverture encore en
place qui menacent de s’effondrer d’un moment à l’autre et de produire les
mêmes effets sur les superstructures du mur de la façade sud (cassure et
basculement vers la parcelle mitoyenne à l’Est),
- qui considère que ces désordres, compte tenu de leur nature et de leur
emplacement, constituent un danger pour la sécurité des personnes qui seraient
amenées à pénétrer sur la parcelle E0044 et des habitant du rez-de-chaussée de la
parcelle E0042.

",
197-AVENUE-DE-LA-CAPELETTE-13010_2019_00048.pdf,"- qui reprend d’une part les observations faites amereuremenc-sare-catmrent
accessible depuis la rue faisant état d’une toiture en partie cassée, d’infiltrations
importantes, et d’un escalier dangereux, impossible à monter,
- qui constate d’autre part la vétusté et la dégradation des façades de ce bâtiment,
ainsi que la dégradation des fermetures métalliques du rez-de-chaussée sur rue,
- qui constate enfin sur le hangar de fond de parcelle inoccupé depuis plusieurs
années les désordres suivants :
+ effondrement de plus de la moitié de la toiture du hangar,
+ ferme en bascule sur son appui ouest dans la partie sud du hangar,
+ fissuration horizontale et basculement vers l’extérieur du sommet du mur
est du hangar contre la limite de mitoyenneté avec la parcelle n° E042,
survenus au cours de l’effondrement d’une grande partie de la toiture de ce
hangar,
+ perte de stabilité des portions de charpente et de couverture encore en
place qui menacent de s’effondrer d’un moment à l’autre et de produire les
mêmes effets sur les superstructures
du mur de la façade sud (cassure et basculement vers la parcelle mitoyenne
à l’Est),
- qui considère que ces désordres, compte tenu de leur nature et de leur
emplacement, constituent un danger pour la sécurité des personnes qui seraient
amenées à pénétrer sur la parcelle E0044 et des habitant du rez-de-chaussée de la
parcelle E0042.

",
197_BD_DE_LA_LIBERATION_ANGLE_ESPERANDIEU-130042019_00619.pdf,"- Les éléments constitutifs du plancher bas de l’appartement du 1° étage palier
gauche en montant menacent de tomber et de blesser les occupants et la clientèle
du magasin.

- Les éléments constitutifs du support de la lère volée d’escalier menacent de
s’effondrer et de blesser les occupants.

",
2-4-MONTEE-DU-PLATEAU-13007_2019_00500.pdf,"- Effondrement partiel du mur séparatif et de soutènement entre les deux parcelles
des propriétés des 2 et 4 montée du Plateau, avec pour conséquences :

En partie haute :

- Rupture d’un portillon métallique (côté rue des voyageurs) ;

- Rupture d’un amoncellement de pierres dans les escaliers extérieurs ;

En partie basse :

- Rupture des canalisations en PVC d’évacuations dés-o-er-v-ae-ramrarson-sise
2 montée du Plateau ;

- Rupture d’un monticule de pierres sur la restanque du fond de la parcelle
inférieure de la propriété du 2 montée du Plateau ;

- Présence de quelques fissures sur la façade de l’immeuble du 4 montée du
Plateau ;

- L’immeuble du 4 montée du Plateau est dans un état passable d’entretien
extérieur.

",
2-PLACE-DU-MARCHE-DES-CAPUCINS-13001_2019_00217.pdf,"- dans la cage d’escalier, effondrement partiel de l’enduit plâtre de la sous face de
deux volées,
- dans la cage d’escalier, présence de fissures sur le chevêtre des paliers et sur les
cloisons séparatives avec les appartements,

- dans la cage d’escalier, en sous face de la toiture, Gceroerement-perprenque-ar
puits de lumière.

- interdire l’occupation des appartements de l’immeuble jusqu’à la levée du péril,
- interdire l’accès à l’immeuble à toute personne non autorisée, et en particulier,
maintenir fermée la grille du palier au premier étage de l’immeuble,

- faire neutraliser tous les réseaux de fluides (électricité, eau, gaz),

- faire établir par un homme de l’art (architecte, bureau d’études techniques) un
Cahier des Clauses Techniques Particulières. pour la vérification et la réparation
de :

- l’ensemble des sous-faces des volées d’escalier,

- le puits de lumière et le plafond du dernier étage de la cage d’escalier,

- les fissures sur les cloisons séparatives avec les appartements,

- en cas d’activités concomitantes,

- faire établir un Plan Général De Coordination par un coordonnateur de Sécurité
et Protection de la Santé,

",
2-RUE-BAUSSENQUE-13002_2019-00623.pdf,"- Des fissures verticales sur la façade rue Baussenque et le pignon Montée des Accoules. La
fissure positionnée sur le pignon rue du Puits Baussenque, qui a déjà été traitée, est
ré-ouverte. Cette fissure est visible du RDC jusqu’au 2ème étage

Intérieur de l’immeuble :

- Immeuble en mauvais état qui souffre d’un manque d’entretien,
- Cage d’escalier : Tommettes manquantes et des plâtres en très mauvais état car anciens,

Intérieur des logements :

- Logements très humides car insuffisamment ventilés,

- Logements des 4° et 3° étage présentant des fissures dans les murs intérieurs,

- Logement du 4° étage présentant des fuites au niveau de la rive de la toiture (côté rue Puits
Baussenque),

- Logement du 3° étage (coté Montée des Accoules) présentant des plafonds non isolés en
très mauvais état avec des affaissements et fissurations,

- Logement du 2° étage présentant des fissures au niveau des portes, murs et cloisons ainsi
qu’un affaissement important du plancher. A noter que la localisation de cet affaissement
correspond peu ou prou à la fissure relevée sur la façade rue Puits Baussenque,

- Logements du le étage et du Rez-de-chaussée (coté Montée des Accoules), présentant une
humidité anormalement élevée,

",
2-RUE-DURAND-24-RUE-CHATEAUBRIAND-13007_2018_03516.pdf,"- dans le local commercial en rez-de-chaussée et sous-sol, occupant les lots N°
1,2,3 et 5, qui paraît être un ERP ne respectant pas la réglementation applicable,
une poutre supportant le plancher du rez-de-chaussée est en voie de
déchaussement et présente un risque important de chute,

- dans ce local, la poutraison a été renforcée par des IPN sur lesquels les poutres

sont calées de manière totalement instable,
- dans l’appartement du 3ème étage, occupant le lot N°18, le plancher du séjour
présente une flèche importante d’environ 15 cm, en bordure de façade une large
fissure qui lui est parallèle indique un mouvement de traction,

- toujours dans l’appartement du 3ème étage, occupant le lot N°18, le plancher de
la buanderie est totalement affaissé.

",
2-ch-du-pont-pi_2018_02924-edited-2.pdf,"Partie du mur appartenant au 2 chemin du pont :
- Un mur de soutènement surplombant la voie publique chemin du Pont s’est en
partie effondré, emportant les terres qu’il soutenait. La partie restante de ce mur
d’une hauteur variable de 4 m est constitué en partie basse d’une paroi rocheuse
compacte surélevée d’une clôture maçonnée vétuste présentant des fissures.
- Des parties du mur de soutènement en suspension menacent de s’effondrer.

Partie du mur appartenant au 4 chemin du pont :
- À partir du chemin du Pont, sur la parcelle mitoyenne n°4 (parcelle cadastrée
207830E 0055) on peut noter la continuité du mur de clôture sur la partie
supérieure de l’enrochement. Celui ci est composé d’un amalgame de pierres et de
briques, il est très vétuste. Apparaissent également d’importantes fissures. Cette

partie est composée d’une  jardinière en très mauvärs-etar-
- Certaines parties du mur de soutènement en suspension menacent de tomber
- Certaines parties du mur en hauteur sont vétustes et dégradées

Risque d’effondrement du mur de soutènement de la partie supérieure de
l’enrochement avec de possibles chutes de terres sur la chaussée pouvant entraîner
des accidents de la route ou l’ensevelissement de piétons ;

",
2-traverse-de-la-marbrerie-13008_arrete-pi_2018-03493.pdf,"Maison sise 2, traverse de la Marbrerie :

« Nous enjambons le muret de la propriété et constatons l’état de ruine de cette
maison.

- Les enduits assurant l’imperméabilité des murs sont totalement absents. Les têtes
de mur sont totalement à nus,

- Désolidarisation du mur de façade,

- Toiture partiellement effondrée,

- Panne endommagée par les eaux ruisselantes permanentes lors de pluies,

- Elle est à l’état de ruine et très menaçante pour son environnement et plus
particulièrement pour :

Les quatre maisons mitoyennes :

sises 4, traverse de la Marbrerie — 13008 MARSEILLE (Voir Annexe 2) :

« Situées à environ cinq mètres du bâti, la hauteur de cette maison à l’égout (bas
de toiture) étant d’environ six mètres cinquante, une chute de celle-ci
endommagerait inévitablement ces dernières. »

La cour du centre municipal d'animation des Calanques :

sis avenue de la Madrague de Montredon (Voir Annexe 2) :

« Se situant à environ cinq mètre de celle-ci, l’effondrement de la maison se ferait
partiellement dans la cour au risque porter atteinte à une personne. »

La traverse Montredon :
«Le mur pignon de la maison étant limitrophe avec la traverse, de la même
manière un effondrement de la maison mettrait en danger tout passant ou véhicule
à proximité. »

",
20-20BIS-22-BOULEVARD-GIRAUD-13014_2018_03235.pdf,"- Présence de fissures sur la façade avant de l’immeuble

- Présence d’une humidité importante sur les murs de la cage d’escalier

- Présence de fissures sur les murs de la cage d’escalier et les différentes marches
- Fissures sur le balcon de l’appartement du R+1 aux angles et en sous face

- Corrosion des aciers de structure du balcon

",
20-RUE-CORNEILLE-13001_2019_00344.pdf,"des dégradations de la toiture surplombant la rue, des fissures structurelles
sur le limon et les sous-faces des paillasses des escaliers, des affaissements de planchers et des

dégradations des poutres et des planchers des combles de l’immeuble sis 20, rue Corneille -
13001 MARSEILLE,

",
20-RUE-CORNEILLE-13001_2019_00544.pdf,?,?
20-RUE-D-ANVERS-13001_2019_00405.pdf,"les fissures verticales traversantes sur les linteaux de la façade rue d’Anvers,
les fissures verticales sur le mur pignon rue Espérandieu, un taux d’humidité très important
des murs de façade de l’immeuble sis 20, rue d’Anvers - 13001 MARSEILLE,

",
20-RUE-D-ANVERS-13001_2019_00603.pdf,"Caves :

- Fissures de tassement révélant un mouvement généralisé du bâtiment ;

- Fissure structurelle d’un confortement de type IPN et d’un linteau ;

- Compression de certains murs et plus particulièrement du pied de façade arrière ;
- Anciens confortements sans logique constructive et constat de flambage des

poutres et des IPN ;

- Volée d’esaclier en cours d’effondrement ;
- Constat d’évacuations fuyardes ;

- Chute de l’ensemble des enduits ;
Façades :

- Fissurations structurelles généralisées sur le mur pignon, côté rue Espérandieu ;

- Mouvement important du pied de façade angle rues d’ Anvers et Espérandieu ;

- Affaissement du tableau et fissuration structurelle à la jonction mur pignon/
façade ;

Fissures structurelles sur la façade avant et notamment sur les allèges ;

- Fissure structurelles sur la façade arrière au 2ème étage et notamment une fissure
verticale importante au niveau de la jonction avec le mitoyen ;

- Fissuration au niveau de la jonction terrasse et bâti du bâtiment dans la cour
arrière ;

- Constat d’une flexion de 12 cm au niveau du pied de la façade arrière sur cour ;
Eaux pluviales :

- Mauvaise gestion des eaux pluviales, côté rue Espérandieu ayant pour
conséquence des infiltrations régulières imbibant le mur pignon (relevé
d'humidité : 188 digits, soit 94%) ;

- Mauvaise gestion générale des eaux pluviales avec risque d’obstruction du
siphon de sol ;

Cage d'escalier et communs :

- Fissuration structurelle entre la volée de marche et le mur pignon ;

- Désolidarisation d’un enfustage

- Boiseries de marche vermoulues ;

- Traces de fuite d’eau en toiture visibles dans les communs et les appartements ;

",
20-boulevard-Garibaldi-13001_2018_02965-edited.pdf,"- La façade extérieure de l’immeuble présente des traces de fissurations et de
dégradations notamment au niveau des jonctions des balcons avec la façade, au
niveau de la sous-face de ces balcons.

",
20-rue-chateauredon-13002_2018_03519.pdf,"- affaissement de la première volée d’escalier avec la solidité de la structure incertaine

- l’installation électrique du logement du rdc présente une dangerosité vis à vis des

occupants

- faiblesse des appuis de la trémie d’escalier au 1” étage

- affaissement périphérique général de la cage d’escalier

- poutres métalliques et dalles des balcons incertaines, garde corps non réglementaires

",
21-RUE-DES-PETITES-MARIES-13001_2018_03366.pdf,"- la dernière volée de la cage d’escalier présente des désordres importants . Ces
désordres sont le signe d’un péril grave et imminent

",
22-IMPASSE-JUNOT-13003_2019_00613.pdf,"- Pourrissement au cœur du bois des composants du plancher de la salle d’eau et
WC du logement du 2° étage coté rue
- Dégradations du plafond du logement du 1° étage coté rue,

",
22-RUE-DES-FEUILLANTS-13001_2019_00355.pdf,"- La façade sur rue comporte de nombreuses fissures en escaliers.

- Dans le local commercial du RdC occupé par une pizzeria, un doublage du mur
de refend constitué de briques bâties est en compression prêt à rompre.

- A l’intérieur de l’immeuble, la cage d’escaliers présente d’importantes fissures
structurelles,

- La volée d’escaliers entre le 1° et le 2ème étage est instable et présente un faux

niveau d’environ 12 cm sur 1 mètre de large,
- Le doublage en brique de la première volée d’escalier est en compression prêt à
rompre.

- Dans l’appartement du Sème étage, le plafond est en cours d’effondrement, les
stigmates présents laissent présager des fuites d’eau en toiture

- Dans l’appartement du 4ème étage, dont l’état est très vétuste, le plancher est
anormalement souple et d'importantes fissures structurelles sont présentes.

- Dans l’appartement du 3ème étage droit le constat est fait de fissures récentes,
les enfustages du plancher haut sont détruits .

- Dans l’appartement du 3ème étage gauche, l’installation électrique ne respecte
pas la norme NF C15-100, un branchement sauvage du chauffe-eau présente un
risque d’électrocution et d’incendie.

",
22-RUE-TOUSSAINT-13003_2018_03371.pdf,"- la sous face des volées d’escalier du bâtiment sur rue est dégradée, les volées
menacent de s’effondrer et de blesser les occupants

- le poteau maçonné situé en sous face du plancher de la terrasse du ler étage du
bâtiment sur rue menace de s’effondrer et de blesser les occupants.

- le plancher bas du 2ème étage de l’immeuble sur rue menace de s’effondrer et de
blesser les occupant

",
23-boulevard-de-vaisseau-13009_2018-12-26-pi_2018-03483.pdf,"- Le mur Ouest séparant la propriété RE 4 bd du Vaisseau
présente les désordres suivants :
- fissurations verticales à trois endroits en partie supérieure. La fissure la
plus importante se retrouve de part et d’autre du mur et se situe à environ
deux tiers de sa longueur en partant du Sud.
- Inclinaison dudit mur en dévers sur le bd du Vaisseau qui s’amorce au

milieu de l’ouvrage pour atteindre un maximum à son extrémité Nord où
l’inclinaison mesurée est de 7 degrés

- Arrachement d’une partie du mur de clôture contigu et de son enduit à
l’extrémité Nord de l’ouvrage

",
23-rue-de-la-palud_13001_2019_00917.pdf,"Cage d'escalier :
- Forte dégradation des escaliers des parties communes de l’immeuble

- Affaissement d’un limon dit « à la française » entre le 2ème et le 3ème étage
entraînant un pliage de la main courante et surtout, un effondrement partiel des
marches entre ces 2éme et 3éme étage,

- Sous face de l’escalier en tre le rdc et le 1° étage sectionnée sur une travée,
Appartement 3ème étage :

- Affaissement du plancher dans une chambre

- Fissures au plafond de la même chambre

",
239-chemin-de-la-pelouque-13016_2018_03269.pdf,"- effondrement du mur de soutènement en partie sud-ouest sur le chemin de la
Pelouque.

- éléments du mur restant, instables

- fissures verticales sur l’assise maçonnée supportant le garde corps périphérique

",
24-RUE-DU-JET-D-EAU-13003_2018_03229.pdf,"- Linteau en bois de la porte cochère ainsi que le linteau desservant l’accès à la cour arrière
du n°24 donnant sur d’autres bâtiments très altérés par les infiltrations d’eau persistantes.

- Marche effondrée sur la première volée de l’escalier du bâtiment situé au n° 24, et risque
d’effondrement de la volée d’escalier du rez de chaussée au R+1

- Balcon se trouvant dans l’arrière-cour de l’immeuble situé au n°22 sur rue (sur très altéré
par des infiltrations d’eau pluviale.

",
24-cours-lieutaud-pi_2018_02951-edited-2.pdf,"- Les murs de la cuisine de l’appartement du R+3 présente de nombreuses traces
de fissurations horizontales ou verticales situées au niveau de la jonction avec le
plafond ou partant du plafond vers le plancher.

- Le plafond du couloir menant à la cuisine présente également de nombreuses
dégradations

- Ces fissurations proviennent en grande partie de la mise en charge de la terrasse
située au-dessus, au numéro 26

",
24-rue-Vacon-13001_2018_03023.pdf,"- instabilité de la volée de l’escalier entre le palier du 1er et le 2ème étage ;

",
24-rue-pierre-dupre-13006_2018_03016.pdf,"- La façade de l’immeuble présente de nombreuses dégradations et fissurations
importantes.

- L’encadrement et le linteau de la porte présentent de nombreuses fissurations et
présentent une déformation en forme de flèche vers l’avant.

- Les communs présentent de nombreuses fissurations et traces d’humidité.

- Importante présence de corrosion.

",
24-rue-rodolphe-pollak-13001_2018_03024.pdf,"À l’intérieur de l'immeuble :

- L’effondrement de trois marches de la première volée d’escalier.

- Sur la volée d’accès au troisième étage la présence d’un décollement des deux
marches du limon de l’escalier.

- Un devers très prononcé des marches de l’escalier vers-e-vrac-aeesecrer
- Une surcharge des planchers pouvant entraîner une flexion des poutres des

planchers.
- La mauvaise fixation de la boîte support des fusibles EDF de l’installation
électrique.

En extérieur :

- Les corniches situées dans l’angle de l’immeuble présentent des faiblesses.
Dégradation importante des éléments de maçonnerie et des corniches formant le
balcon de l’étage en retrait.

",
25-BD-DE-LA-LIBERATION-13001_2018_03394.pdf,"- fissurations importantes sur la façade avant de l’immeuble

- décalage de la porte d’entrée et de son son cadre

- fissures en sous face de l’escalier des communs

- très mauvais état de la voirie à l’entrée de l’immeuble induisant des infiltrations
d’eau en pied d’immeuble,

- importantes dégradations des cloisons en sous sol par différents dégâts des eaux

- manque d’entretien patent sur l’ensemble de l’immexoie
- assise des fondations à faire vérifier
- déstructuration de la façade la rendant instable et dangereuse

",
25-RUE-DE-CRIMEE_17-RUE-GUSTAVE-DESPLACES-13003_2019_00616.pdf,"- Mur de clôture côté boulevard Gustave Desplaces, très dégradé, menaçant de
tomber dans la cour avant,
- Fragilité généralisée de la structure du bâtiment menaçant ruine,

- Absence de contreventement de l’immeuble plus assute-pares-murs-poreurs-<ctue
refend générant une instabilité verticale et horizontale,
- Risque d’effondrement de la toiture,

Dans la cour arrière :

- Risque de chute des enduits de la structure interne du bâti et destruction partielle du
faux plafond, dans l’appartement du rez-de-chaussé à droite,

- Fortes dégradations des coursives soutenues par des étais rouillés subissant un
flambage important eu égard à leur hauteur, posés depuis plus de 1 an,

- Présence de gravats empêchant toute circulation dans la cour,

- Très large lézarde entre les deux faces du bâtiment,

",
25-RUE-DES-DOMINICAINES-13001_2018_03393.pdf,"L’immeuble présente :

* au niveau de l’escalier des communs des poutres traversantes coupées et effondrées pour
l’accès du ler niveau, ainsi que des fissures en sous face sur les autres niveaux,

* au niveau de la cave, la présence d’une grande quantité d’eau devant être asséchée pour
éviter la corrosion des liants des fondations

* un escalier dont les premières marches n’offrent aucune résistance mécanique probante,
celui-ci étant prêt à s’effondrer,

*__ des fondations dont la solidité doit être reprise.

",
254-rue-d-endoume-13007_2019_00036.pdf,"Sur les éléments en béton armé de la façade arrière :

- présence d’aciers apparents dégradés

- détérioration de la longrine de fondation

- désagrégation partielle de la liaison fondation/poteau central
- importante perte de matière le long de poutre

- maçonneries instables sur la façade

Dans l'appartement côté façade dégradé :
- une surcharge du plancher existant

",
26-BD-BATTALA-13003_2019_00409.pdf,"- Différentes fissures en façades avant et arrière
- Dans le hall d’entrée, le linteau du passage est fortement fissuré
- La première volée d’escaliers est totalement instable, la main courante ne tient
plus et présente un risque de chute

- Le plancher de l’appartement du 1°” étage pteseme—un—arrmssement-ues
enfustages

- Différents stigmates de fuites d’eau sur les paliers des 1° et 2ème étages
(pathologies anciennes et réparées selon précisions des propriétaires)

- Dans l’escalier, entre le rdc et le ler étage, la poutre du chevêtre présente un
mouvement et les murs de la cage d’escalier sont fissurées.

- Sur le palier de l’escalier, il y a une ancienne fuite importante en pied de cloison
- Dans la cour arrière, fissuration du mur façade indiquant un mouvement
structurel

- Les chevrons de la charpente sont vétustes

",
26-cours-lieutaud-pi_2018_02949-edited-2.pdf,"Au niveau des balcons d’une chambre donnant sur le cours Lieutaud et au niveau de la
terrasse de l’appartement qui surplombe la cuisine de l’appartement du R+3 du 24 cours
Lieutaud:
L’enduit du mur pignon de la terrasse de cet appartement est manquant sur une surface
importante et présente des traces de décollement lorsqu'il est encore en place. Les
manques et décollement d’enduit indiquent une fragilité de cette partie de mur.

Au niveau de la passerelle d’accès menant à la terrasse, nous constatons une corrosion
importante des structures métalliques porteuses et du garde-corps, des fissurations du
carrelage au niveau du garde-corps et des dégradations et fissurations au niveau des
contremarches et nez de marche de la volée permettant de rejoindre la terrasse.

Au niveau de la chambre donnant sur le cours Lieutaud nous constatons que
la partie centrale du soubassement des deux balcons est manquante.

",
268-CHEMIN-DE-LA-MADRAGUE-VILLE-13015_2018_03402.pdf,"- Une partie du palier du quatrième étage menace de s’effondrer

- Sous la volée de l’escalier entre le troisième et quatrième étage, présence d’une
fissure importante et dégât des eaux

- Le palier du troisième étage est très endommagé et dangereux

- Présence d’une importante fissure entre le deuxième et le troisième étage et

décollement de l’enduit.
- Le mur d’échiffre bombé, fissuré est endommagé au deuxième et troisième
étage, ce qui l’affaiblit et le rend dangereux

- Deux marches sont désolidarisées du mur. L’ancrage de l’escalier est affecté

- La sous-face du plancher au quatrième étage est en très mauvais état, le plafond
en canisses est éventré, des morceaux de plâtre menacent de tomber

- Dans les appartements qu’il a été possible de visiter (1”, 2ème, 3ème droite en
montant, puis 4ème gauche), les planchers anormalement souples menacent de
s’éventrer, notamment autour des pièces à voie d’eau et dans le hall d’entrée,
Certains carreaux sur le sol sont cassés.

",
27-RUE-BONNEFOY-13006_2018_03198.pdf,"- Présence de nombreuses fissures de taille importante sur le limon de l’escalier desservant
les différents niveaux et ce sur chaque volée de marches

- Présences de nombreuses fissures de taille importante sur la face inférieure plane de la
paillasse de chaque volée de marches

- Présence de nombreuses fissures de taille importantes sur les murs de la cage d’escalier et
les murs de chaque niveau sur les paliers

- Présence de dégradation de la structure de l’escalier

- Présence de fissures sur la façade arrière de l’immeuble

",
289-avenue-de-la-capelette-13010_2019_00535.pdf,"- La façade arrière de l’immeuble présente des fissures sur les poutres et montants
de l’immeuble avec des dégradations ainsi que des fissures en pied de façade,
- les murs de la cour intérieure présentent des fissures horizontales,

- le plafond des communs présente des fissures,
- la façade latérale de l’immeuble présente des fissures sur les montants verticaux,
- le bati sous les puits de lumière présente des fissures,

- dans un appartement du rez de chaussée, nous constatons qu’une partie du
plafond s’est effondré,

- dans l’un des appartements du R+1, nous constatons que le plafond est effondré
suite à un probable dégât des eaux,

- les communs et le puits de lumière comportent des fissures sur les parois et les
planchers hauts,

- le sol de l’appartement du rez de chaussée de PRE brésente une
fissure importante dans la chambre avec défaussement des tomettes,

- l’ensemble des communs de l’immeuble présente une très importante humidité,

",
29-RUE-ADOLPHE-THIERS-13001_2019_00226.pdf,"- L’immeuble en très mauvais état, aussi bien dans les logements que dans les
parties communes.
- une grande insalubrité est présente dans les caves où une canalisation d’égouts
s’est rompue, le sol étant recouvert de boue sèche.
- la première volée d’escalier est extrêmement dangereuse, elle repose sur 3 étais,
- le palier du 1er niveau est affaissé de manière importante

- les plafonds du dernier niveau sont dégradés
- l'étanchéité de la toiture doit être reprise

- de multiple fissures traversantes sont observées dans la cage d’escalier,
- une cloison du dernier niveau ne repose pas entièrement sur le plancher

",
29-RUE-DAVIN-13004_2018_03240.pdf,"- Affaissement important du plancher du rez-de-chaussée (sur terre-plein) se traduisant par des
fissures horizontales sur la cloison de la cage d’escaliers,
- Chutes de plâtre en sous-face de la volée d’escalier dans le placard de la salle de bains du
rez-de-chaussée
- Plusieurs fissures sur le limon, et sur les parois de la cage et murs d’échiffre
- Mur mitoyen gorgé d'humidité

",
